decision_id,slot_id,action,tile_id,program,request_id,reason
D004850,N20261227-S005,wait,,,,no legal observable candidate can finish in its known window
D004851,N20261227-S006,wait,,,,no legal observable candidate can finish in its known window
D004852,N20261227-S007,wait,,,,no legal observable candidate can finish in its known window
D004853,N20261227-S008,wait,,,,no legal observable candidate can finish in its known window
D004854,N20261227-S009,wait,,,,no legal observable candidate can finish in its known window
D004855,N20261227-S010,wait,,,,no legal observable candidate can finish in its known window
D004856,N20261227-S011,wait,,,,no legal observable candidate can finish in its known window
D004857,N20261227-S012,wait,,,,no legal observable candidate can finish in its known window
D004858,N20261227-S013,wait,,,,no legal observable candidate can finish in its known window
D004859,N20261227-S014,wait,,,,no legal observable candidate can finish in its known window
D004860,N20261227-S015,wait,,,,no legal observable candidate can finish in its known window
D004861,N20261227-S016,wait,,,,no legal observable candidate can finish in its known window
D004862,N20261227-S017,wait,,,,no legal observable candidate can finish in its known window
D004863,N20261227-S018,wait,,,,no legal observable candidate can finish in its known window
D004864,N20261227-S019,wait,,,,no legal observable candidate can finish in its known window
D004865,N20261227-S020,wait,,,,no legal observable candidate can finish in its known window
D004866,N20261227-S021,wait,,,,no legal observable candidate can finish in its known window
D004867,N20261227-S022,wait,,,,no legal observable candidate can finish in its known window
D004868,N20261227-S023,wait,,,,no legal observable candidate can finish in its known window
D004869,N20261227-S024,wait,,,,no legal observable candidate can finish in its known window
D004870,N20261227-S025,wait,,,,no legal observable candidate can finish in its known window
D004871,N20261227-S026,wait,,,,no legal observable candidate can finish in its known window
D004872,N20261227-S027,wait,,,,no legal observable candidate can finish in its known window
D004873,N20261227-S028,wait,,,,no legal observable candidate can finish in its known window
D004874,N20261227-S029,wait,,,,no legal observable candidate can finish in its known window
D004875,N20261227-S030,wait,,,,no legal observable candidate can finish in its known window
D004876,N20261227-S031,wait,,,,no legal observable candidate can finish in its known window
D004877,N20261227-S032,wait,,,,no legal observable candidate can finish in its known window
D004878,N20261227-S033,wait,,,,no legal observable candidate can finish in its known window
D004879,N20261227-S034,wait,,,,no legal observable candidate can finish in its known window
D004880,N20261227-S035,wait,,,,no legal observable candidate can finish in its known window
D004881,N20261227-S036,wait,,,,no legal observable candidate can finish in its known window
D004882,N20261227-S037,wait,,,,no legal observable candidate can finish in its known window
D004883,N20261227-S038,wait,,,,no legal observable candidate can finish in its known window
D004884,N20261227-S039,wait,,,,no legal observable candidate can finish in its known window
D004885,N20261227-S040,wait,,,,no legal observable candidate can finish in its known window
D004886,N20261227-S041,wait,,,,no legal observable candidate can finish in its known window
D004887,N20261227-S042,wait,,,,no legal observable candidate can finish in its known window
D004888,N20261227-S043,wait,,,,no legal observable candidate can finish in its known window
D004889,N20261227-S044,wait,,,,no legal observable candidate can finish in its known window
D004890,N20261227-S045,wait,,,,no legal observable candidate can finish in its known window
D004891,N20261227-S046,wait,,,,no legal observable candidate can finish in its known window
D004892,N20261227-S047,wait,,,,no legal observable candidate can finish in its known window
D004893,N20261228-S001,wait,,,,no legal observable candidate can finish in its known window
D004894,N20261228-S002,wait,,,,no legal observable candidate can finish in its known window
D004895,N20261228-S003,wait,,,,no legal observable candidate can finish in its known window
D004896,N20261228-S004,wait,,,,no legal observable candidate can finish in its known window
D004897,N20261228-S005,wait,,,,no legal observable candidate can finish in its known window
D004898,N20261228-S006,wait,,,,no legal observable candidate can finish in its known window
D004899,N20261228-S007,wait,,,,no legal observable candidate can finish in its known window
D004900,N20261228-S008,wait,,,,no legal observable candidate can finish in its known window
D004901,N20261228-S009,wait,,,,no legal observable candidate can finish in its known window
D004902,N20261228-S010,wait,,,,no legal observable candidate can finish in its known window
D004903,N20261228-S011,wait,,,,no legal observable candidate can finish in its known window
D004904,N20261228-S012,wait,,,,no legal observable candidate can finish in its known window
D004905,N20261228-S013,wait,,,,no legal observable candidate can finish in its known window
D004906,N20261228-S014,wait,,,,no legal observable candidate can finish in its known window
D004907,N20261228-S015,wait,,,,no legal observable candidate can finish in its known window
D004908,N20261228-S016,wait,,,,no legal observable candidate can finish in its known window
D004909,N20261228-S017,wait,,,,no legal observable candidate can finish in its known window
D004910,N20261228-S018,wait,,,,no legal observable candidate can finish in its known window
D004911,N20261228-S019,wait,,,,no legal observable candidate can finish in its known window
D004912,N20261228-S020,wait,,,,no legal observable candidate can finish in its known window
D004913,N20261228-S021,wait,,,,no legal observable candidate can finish in its known window
D004914,N20261228-S022,wait,,,,no legal observable candidate can finish in its known window
D004915,N20261228-S023,wait,,,,no legal observable candidate can finish in its known window
D004916,N20261228-S024,wait,,,,no legal observable candidate can finish in its known window
D004917,N20261228-S025,wait,,,,no legal observable candidate can finish in its known window
D004918,N20261228-S026,wait,,,,no legal observable candidate can finish in its known window
D004919,N20261228-S027,wait,,,,no legal observable candidate can finish in its known window
D004920,N20261228-S028,wait,,,,no legal observable candidate can finish in its known window
D004921,N20261228-S029,wait,,,,no legal observable candidate can finish in its known window
D004922,N20261228-S030,wait,,,,no legal observable candidate can finish in its known window
D004923,N20261228-S031,wait,,,,no legal observable candidate can finish in its known window
D004924,N20261228-S032,wait,,,,no legal observable candidate can finish in its known window
D004925,N20261228-S033,wait,,,,no legal observable candidate can finish in its known window
D004926,N20261228-S034,wait,,,,no legal observable candidate can finish in its known window
D004927,N20261228-S035,wait,,,,no legal observable candidate can finish in its known window
D004928,N20261228-S036,wait,,,,no legal observable candidate can finish in its known window
D004929,N20261228-S037,wait,,,,no legal observable candidate can finish in its known window
D004930,N20261228-S038,wait,,,,no legal observable candidate can finish in its known window
D004931,N20261228-S039,wait,,,,no legal observable candidate can finish in its known window
D004932,N20261228-S040,wait,,,,no legal observable candidate can finish in its known window
D004933,N20261228-S041,wait,,,,no legal observable candidate can finish in its known window
D004934,N20261228-S042,wait,,,,no legal observable candidate can finish in its known window
D004935,N20261228-S043,wait,,,,no legal observable candidate can finish in its known window
D004936,N20261228-S044,wait,,,,no legal observable candidate can finish in its known window
D004937,N20261228-S045,wait,,,,no legal observable candidate can finish in its known window
D004938,N20261228-S046,wait,,,,no legal observable candidate can finish in its known window
D004939,N20261228-S047,wait,,,,no legal observable candidate can finish in its known window
D004940,N20261229-S001,wait,,,,no legal observable candidate can finish in its known window
D004941,N20261229-S002,wait,,,,no legal observable candidate can finish in its known window
D004942,N20261229-S003,wait,,,,no legal observable candidate can finish in its known window
D004943,N20261229-S004,wait,,,,no legal observable candidate can finish in its known window
D004944,N20261229-S005,wait,,,,no legal observable candidate can finish in its known window
D004945,N20261229-S006,wait,,,,no legal observable candidate can finish in its known window
D004946,N20261229-S007,wait,,,,no legal observable candidate can finish in its known window
D004947,N20261229-S008,wait,,,,no legal observable candidate can finish in its known window
D004948,N20261229-S009,wait,,,,no legal observable candidate can finish in its known window
D004949,N20261229-S010,wait,,,,no legal observable candidate can finish in its known window
D004950,N20261229-S011,wait,,,,no legal observable candidate can finish in its known window
D004951,N20261229-S012,wait,,,,no legal observable candidate can finish in its known window
D004952,N20261229-S013,wait,,,,no legal observable candidate can finish in its known window
D004953,N20261229-S014,wait,,,,no legal observable candidate can finish in its known window
D004954,N20261229-S015,wait,,,,no legal observable candidate can finish in its known window
D004955,N20261229-S016,wait,,,,no legal observable candidate can finish in its known window
D004956,N20261229-S017,wait,,,,no legal observable candidate can finish in its known window
D004957,N20261229-S018,wait,,,,no legal observable candidate can finish in its known window
D004958,N20261229-S019,wait,,,,no legal observable candidate can finish in its known window
D004959,N20261229-S020,wait,,,,no legal observable candidate can finish in its known window
D004960,N20261229-S021,wait,,,,no legal observable candidate can finish in its known window
D004961,N20261229-S022,wait,,,,no legal observable candidate can finish in its known window
D004962,N20261229-S023,wait,,,,no legal observable candidate can finish in its known window
D004963,N20261229-S024,wait,,,,no legal observable candidate can finish in its known window
D004964,N20261229-S025,wait,,,,no legal observable candidate can finish in its known window
D004965,N20261229-S026,wait,,,,no legal observable candidate can finish in its known window
D004966,N20261229-S027,wait,,,,no legal observable candidate can finish in its known window
D004967,N20261229-S028,wait,,,,no legal observable candidate can finish in its known window
D004968,N20261229-S029,wait,,,,no legal observable candidate can finish in its known window
D004969,N20261229-S030,wait,,,,no legal observable candidate can finish in its known window
D004970,N20261229-S031,wait,,,,no legal observable candidate can finish in its known window
D004971,N20261229-S032,wait,,,,no legal observable candidate can finish in its known window
D004972,N20261229-S033,wait,,,,no legal observable candidate can finish in its known window
D004973,N20261229-S034,wait,,,,no legal observable candidate can finish in its known window
D004974,N20261229-S035,wait,,,,no legal observable candidate can finish in its known window
D004975,N20261229-S036,wait,,,,no legal observable candidate can finish in its known window
D004976,N20261229-S037,wait,,,,no legal observable candidate can finish in its known window
D004977,N20261229-S038,wait,,,,no legal observable candidate can finish in its known window
D004978,N20261229-S039,wait,,,,no legal observable candidate can finish in its known window
D004979,N20261229-S040,wait,,,,no legal observable candidate can finish in its known window
D004980,N20261229-S041,wait,,,,no legal observable candidate can finish in its known window
D004981,N20261229-S042,wait,,,,no legal observable candidate can finish in its known window
D004982,N20261229-S043,wait,,,,no legal observable candidate can finish in its known window
D004983,N20261229-S044,wait,,,,no legal observable candidate can finish in its known window
D004984,N20261229-S045,wait,,,,no legal observable candidate can finish in its known window
D004985,N20261229-S046,wait,,,,no legal observable candidate can finish in its known window
D004986,N20261229-S047,wait,,,,no legal observable candidate can finish in its known window
D004987,N20261230-S001,wait,,,,no legal observable candidate can finish in its known window
D004988,N20261230-S002,wait,,,,no legal observable candidate can finish in its known window
D004989,N20261230-S003,wait,,,,no legal observable candidate can finish in its known window
D004990,N20261230-S004,wait,,,,no legal observable candidate can finish in its known window
D004991,N20261230-S005,wait,,,,no legal observable candidate can finish in its known window
D004992,N20261230-S006,wait,,,,no legal observable candidate can finish in its known window
D004993,N20261230-S007,wait,,,,no legal observable candidate can finish in its known window
D004994,N20261230-S008,wait,,,,no legal observable candidate can finish in its known window
D004995,N20261230-S009,wait,,,,no legal observable candidate can finish in its known window
D004996,N20261230-S010,wait,,,,no legal observable candidate can finish in its known window
D004997,N20261230-S011,wait,,,,no legal observable candidate can finish in its known window
D004998,N20261230-S012,wait,,,,no legal observable candidate can finish in its known window
D004999,N20261230-S013,wait,,,,no legal observable candidate can finish in its known window
D005000,N20261230-S014,wait,,,,no legal observable candidate can finish in its known window
D005001,N20261230-S015,wait,,,,no legal observable candidate can finish in its known window
D005002,N20261230-S016,wait,,,,no legal observable candidate can finish in its known window
D005003,N20261230-S017,wait,,,,no legal observable candidate can finish in its known window
D005004,N20261230-S018,wait,,,,no legal observable candidate can finish in its known window
D005005,N20261230-S019,wait,,,,no legal observable candidate can finish in its known window
D005006,N20261230-S020,wait,,,,no legal observable candidate can finish in its known window
D005007,N20261230-S021,wait,,,,no legal observable candidate can finish in its known window
D005008,N20261230-S022,wait,,,,no legal observable candidate can finish in its known window
D005009,N20261230-S023,wait,,,,no legal observable candidate can finish in its known window
D005010,N20261230-S024,wait,,,,no legal observable candidate can finish in its known window
D005011,N20261230-S025,wait,,,,no legal observable candidate can finish in its known window
D005012,N20261230-S026,wait,,,,no legal observable candidate can finish in its known window
D005013,N20261230-S027,wait,,,,no legal observable candidate can finish in its known window
D005014,N20261230-S028,wait,,,,no legal observable candidate can finish in its known window
D005015,N20261230-S029,wait,,,,no legal observable candidate can finish in its known window
D005016,N20261230-S030,wait,,,,no legal observable candidate can finish in its known window
D005017,N20261230-S031,wait,,,,no legal observable candidate can finish in its known window
D005018,N20261230-S032,wait,,,,no legal observable candidate can finish in its known window
D005019,N20261230-S033,wait,,,,no legal observable candidate can finish in its known window
D005020,N20261230-S034,wait,,,,no legal observable candidate can finish in its known window
D005021,N20261230-S035,wait,,,,no legal observable candidate can finish in its known window
D005022,N20261230-S036,wait,,,,no legal observable candidate can finish in its known window
D005023,N20261230-S037,wait,,,,no legal observable candidate can finish in its known window
D005024,N20261230-S038,wait,,,,no legal observable candidate can finish in its known window
D005025,N20261230-S039,wait,,,,no legal observable candidate can finish in its known window
D005026,N20261230-S040,wait,,,,no legal observable candidate can finish in its known window
D005027,N20261230-S041,wait,,,,no legal observable candidate can finish in its known window
D005028,N20261230-S042,wait,,,,no legal observable candidate can finish in its known window
D005029,N20261230-S043,wait,,,,no legal observable candidate can finish in its known window
D005030,N20261230-S044,wait,,,,no legal observable candidate can finish in its known window
D005031,N20261230-S045,wait,,,,no legal observable candidate can finish in its known window
D005032,N20261230-S046,wait,,,,no legal observable candidate can finish in its known window
D005033,N20261230-S047,wait,,,,no legal observable candidate can finish in its known window
D005034,N20261231-S001,wait,,,,no legal observable candidate can finish in its known window
D005035,N20261231-S002,wait,,,,no legal observable candidate can finish in its known window
D005036,N20261231-S003,wait,,,,no legal observable candidate can finish in its known window
D005037,N20261231-S004,wait,,,,no legal observable candidate can finish in its known window
D005038,N20261231-S005,wait,,,,no legal observable candidate can finish in its known window
D005039,N20261231-S006,wait,,,,no legal observable candidate can finish in its known window
D005040,N20261231-S007,wait,,,,no legal observable candidate can finish in its known window
D005041,N20261231-S008,wait,,,,no legal observable candidate can finish in its known window
D005042,N20261231-S009,wait,,,,no legal observable candidate can finish in its known window
D005043,N20261231-S010,wait,,,,no legal observable candidate can finish in its known window
D005044,N20261231-S011,wait,,,,no legal observable candidate can finish in its known window
D005045,N20261231-S012,wait,,,,no legal observable candidate can finish in its known window
D005046,N20261231-S013,wait,,,,no legal observable candidate can finish in its known window
D005047,N20261231-S014,wait,,,,no legal observable candidate can finish in its known window
D005048,N20261231-S015,wait,,,,no legal observable candidate can finish in its known window
D005049,N20261231-S016,wait,,,,no legal observable candidate can finish in its known window
D005050,N20261231-S017,wait,,,,no legal observable candidate can finish in its known window
D005051,N20261231-S018,wait,,,,no legal observable candidate can finish in its known window
D005052,N20261231-S019,wait,,,,no legal observable candidate can finish in its known window
D005053,N20261231-S020,wait,,,,no legal observable candidate can finish in its known window
D005054,N20261231-S021,wait,,,,no legal observable candidate can finish in its known window
D005055,N20261231-S022,wait,,,,no legal observable candidate can finish in its known window
D005056,N20261231-S023,wait,,,,no legal observable candidate can finish in its known window
D005057,N20261231-S024,wait,,,,no legal observable candidate can finish in its known window
D005058,N20261231-S025,wait,,,,no legal observable candidate can finish in its known window
D005059,N20261231-S026,wait,,,,no legal observable candidate can finish in its known window
D005060,N20261231-S027,wait,,,,no legal observable candidate can finish in its known window
D005061,N20261231-S028,wait,,,,no legal observable candidate can finish in its known window
D005062,N20261231-S029,wait,,,,no legal observable candidate can finish in its known window
D005063,N20261231-S030,wait,,,,no legal observable candidate can finish in its known window
D005064,N20261231-S031,wait,,,,no legal observable candidate can finish in its known window
D005065,N20261231-S032,wait,,,,no legal observable candidate can finish in its known window
D005066,N20261231-S033,wait,,,,no legal observable candidate can finish in its known window
D005067,N20261231-S034,wait,,,,no legal observable candidate can finish in its known window
D005068,N20261231-S035,wait,,,,no legal observable candidate can finish in its known window
D005069,N20261231-S036,wait,,,,no legal observable candidate can finish in its known window
D005070,N20261231-S037,wait,,,,no legal observable candidate can finish in its known window
D005071,N20261231-S038,wait,,,,no legal observable candidate can finish in its known window
D005072,N20261231-S039,wait,,,,no legal observable candidate can finish in its known window
D005073,N20261231-S040,wait,,,,no legal observable candidate can finish in its known window
D005074,N20261231-S041,wait,,,,no legal observable candidate can finish in its known window
D005075,N20261231-S042,wait,,,,no legal observable candidate can finish in its known window
D005076,N20261231-S043,wait,,,,no legal observable candidate can finish in its known window
D005077,N20261231-S044,wait,,,,no legal observable candidate can finish in its known window
D005078,N20261231-S045,wait,,,,no legal observable candidate can finish in its known window
D005079,N20261231-S046,wait,,,,no legal observable candidate can finish in its known window
D005080,N20261231-S047,wait,,,,no legal observable candidate can finish in its known window
D005081,N20270101-S001,wait,,,,no legal observable candidate can finish in its known window
D005082,N20270101-S002,wait,,,,no legal observable candidate can finish in its known window
D005083,N20270101-S003,wait,,,,no legal observable candidate can finish in its known window
D005084,N20270101-S004,wait,,,,no legal observable candidate can finish in its known window
D005085,N20270101-S005,wait,,,,no legal observable candidate can finish in its known window
D005086,N20270101-S006,wait,,,,no legal observable candidate can finish in its known window
D005087,N20270101-S007,wait,,,,no legal observable candidate can finish in its known window
D005088,N20270101-S008,wait,,,,no legal observable candidate can finish in its known window
D005089,N20270101-S009,wait,,,,no legal observable candidate can finish in its known window
D005090,N20270101-S010,wait,,,,no legal observable candidate can finish in its known window
D005091,N20270101-S011,wait,,,,no legal observable candidate can finish in its known window
D005092,N20270101-S012,wait,,,,no legal observable candidate can finish in its known window
D005093,N20270101-S013,wait,,,,no legal observable candidate can finish in its known window
D005094,N20270101-S014,wait,,,,no legal observable candidate can finish in its known window
D005095,N20270101-S015,wait,,,,no legal observable candidate can finish in its known window
D005096,N20270101-S016,wait,,,,no legal observable candidate can finish in its known window
D005097,N20270101-S017,wait,,,,no legal observable candidate can finish in its known window
D005098,N20270101-S018,wait,,,,no legal observable candidate can finish in its known window
D005099,N20270101-S019,wait,,,,no legal observable candidate can finish in its known window
D005100,N20270101-S020,wait,,,,no legal observable candidate can finish in its known window
D005101,N20270101-S021,wait,,,,no legal observable candidate can finish in its known window
D005102,N20270101-S022,wait,,,,no legal observable candidate can finish in its known window
D005103,N20270101-S023,wait,,,,no legal observable candidate can finish in its known window
D005104,N20270101-S024,wait,,,,no legal observable candidate can finish in its known window
D005105,N20270101-S025,wait,,,,no legal observable candidate can finish in its known window
D005106,N20270101-S026,wait,,,,no legal observable candidate can finish in its known window
D005107,N20270101-S027,wait,,,,no legal observable candidate can finish in its known window
D005108,N20270101-S028,wait,,,,no legal observable candidate can finish in its known window
D005109,N20270101-S029,wait,,,,no legal observable candidate can finish in its known window
D005110,N20270101-S030,wait,,,,no legal observable candidate can finish in its known window
D005111,N20270101-S031,wait,,,,no legal observable candidate can finish in its known window
D005112,N20270101-S032,wait,,,,no legal observable candidate can finish in its known window
D005113,N20270101-S033,wait,,,,no legal observable candidate can finish in its known window
D005114,N20270101-S034,wait,,,,no legal observable candidate can finish in its known window
D005115,N20270101-S035,wait,,,,no legal observable candidate can finish in its known window
D005116,N20270101-S036,wait,,,,no legal observable candidate can finish in its known window
D005117,N20270101-S037,wait,,,,no legal observable candidate can finish in its known window
D005118,N20270101-S038,wait,,,,no legal observable candidate can finish in its known window
D005119,N20270101-S039,wait,,,,no legal observable candidate can finish in its known window
D005120,N20270101-S040,wait,,,,no legal observable candidate can finish in its known window
D005121,N20270101-S041,wait,,,,no legal observable candidate can finish in its known window
D005122,N20270101-S042,wait,,,,no legal observable candidate can finish in its known window
D005123,N20270101-S043,wait,,,,no legal observable candidate can finish in its known window
D005124,N20270101-S044,wait,,,,no legal observable candidate can finish in its known window
D005125,N20270101-S045,wait,,,,no legal observable candidate can finish in its known window
D005126,N20270101-S046,wait,,,,no legal observable candidate can finish in its known window
D005127,N20270102-S001,wait,,,,no legal observable candidate can finish in its known window
D005128,N20270102-S002,wait,,,,no legal observable candidate can finish in its known window
D005129,N20270102-S003,wait,,,,no legal observable candidate can finish in its known window
D005130,N20270102-S004,wait,,,,no legal observable candidate can finish in its known window
D005131,N20270102-S005,wait,,,,no legal observable candidate can finish in its known window
D005132,N20270102-S006,wait,,,,no legal observable candidate can finish in its known window
D005133,N20270102-S007,wait,,,,no legal observable candidate can finish in its known window
D005134,N20270102-S008,wait,,,,no legal observable candidate can finish in its known window
D005135,N20270102-S009,wait,,,,no legal observable candidate can finish in its known window
D005136,N20270102-S010,wait,,,,no legal observable candidate can finish in its known window
D005137,N20270102-S011,wait,,,,no legal observable candidate can finish in its known window
D005138,N20270102-S012,wait,,,,no legal observable candidate can finish in its known window
D005139,N20270102-S013,wait,,,,no legal observable candidate can finish in its known window
D005140,N20270102-S014,wait,,,,no legal observable candidate can finish in its known window
D005141,N20270102-S015,wait,,,,no legal observable candidate can finish in its known window
D005142,N20270102-S016,wait,,,,no legal observable candidate can finish in its known window
D005143,N20270102-S017,wait,,,,no legal observable candidate can finish in its known window
D005144,N20270102-S018,wait,,,,no legal observable candidate can finish in its known window
D005145,N20270102-S019,wait,,,,no legal observable candidate can finish in its known window
D005146,N20270102-S020,wait,,,,no legal observable candidate can finish in its known window
D005147,N20270102-S021,wait,,,,no legal observable candidate can finish in its known window
D005148,N20270102-S022,wait,,,,no legal observable candidate can finish in its known window
D005149,N20270102-S023,wait,,,,no legal observable candidate can finish in its known window
D005150,N20270102-S024,wait,,,,no legal observable candidate can finish in its known window
D005151,N20270102-S025,wait,,,,no legal observable candidate can finish in its known window
D005152,N20270102-S026,wait,,,,no legal observable candidate can finish in its known window
D005153,N20270102-S027,wait,,,,no legal observable candidate can finish in its known window
D005154,N20270102-S028,wait,,,,no legal observable candidate can finish in its known window
D005155,N20270102-S029,wait,,,,no legal observable candidate can finish in its known window
D005156,N20270102-S030,wait,,,,no legal observable candidate can finish in its known window
D005157,N20270102-S031,wait,,,,no legal observable candidate can finish in its known window
D005158,N20270102-S032,wait,,,,no legal observable candidate can finish in its known window
D005159,N20270102-S033,wait,,,,no legal observable candidate can finish in its known window
D005160,N20270102-S034,wait,,,,no legal observable candidate can finish in its known window
D005161,N20270102-S035,wait,,,,no legal observable candidate can finish in its known window
D005162,N20270102-S036,wait,,,,no legal observable candidate can finish in its known window
D005163,N20270102-S037,wait,,,,no legal observable candidate can finish in its known window
D005164,N20270102-S038,wait,,,,no legal observable candidate can finish in its known window
D005165,N20270102-S039,wait,,,,no legal observable candidate can finish in its known window
D005166,N20270102-S040,wait,,,,no legal observable candidate can finish in its known window
D005167,N20270102-S041,wait,,,,no legal observable candidate can finish in its known window
D005168,N20270102-S042,wait,,,,no legal observable candidate can finish in its known window
D005169,N20270102-S043,wait,,,,no legal observable candidate can finish in its known window
D005170,N20270102-S044,wait,,,,no legal observable candidate can finish in its known window
D005171,N20270102-S045,wait,,,,no legal observable candidate can finish in its known window
D005172,N20270102-S046,wait,,,,no legal observable candidate can finish in its known window
D005173,N20270102-S047,wait,,,,no legal observable candidate can finish in its known window
D005174,N20270103-S001,wait,,,,no legal observable candidate can finish in its known window
D005175,N20270103-S002,wait,,,,no legal observable candidate can finish in its known window
D005176,N20270103-S003,wait,,,,no legal observable candidate can finish in its known window
D005177,N20270103-S004,wait,,,,no legal observable candidate can finish in its known window
D005178,N20270103-S005,wait,,,,no legal observable candidate can finish in its known window
D005179,N20270103-S006,wait,,,,no legal observable candidate can finish in its known window
D005180,N20270103-S007,wait,,,,no legal observable candidate can finish in its known window
D005181,N20270103-S008,wait,,,,no legal observable candidate can finish in its known window
D005182,N20270103-S009,wait,,,,no legal observable candidate can finish in its known window
D005183,N20270103-S010,wait,,,,no legal observable candidate can finish in its known window
D005184,N20270103-S011,wait,,,,no legal observable candidate can finish in its known window
D005185,N20270103-S012,wait,,,,no legal observable candidate can finish in its known window
D005186,N20270103-S013,wait,,,,no legal observable candidate can finish in its known window
D005187,N20270103-S014,wait,,,,no legal observable candidate can finish in its known window
D005188,N20270103-S015,wait,,,,no legal observable candidate can finish in its known window
D005189,N20270103-S016,wait,,,,no legal observable candidate can finish in its known window
D005190,N20270103-S017,wait,,,,no legal observable candidate can finish in its known window
D005191,N20270103-S018,wait,,,,no legal observable candidate can finish in its known window
D005192,N20270103-S019,wait,,,,no legal observable candidate can finish in its known window
D005193,N20270103-S020,wait,,,,no legal observable candidate can finish in its known window
D005194,N20270103-S021,wait,,,,no legal observable candidate can finish in its known window
D005195,N20270103-S022,wait,,,,no legal observable candidate can finish in its known window
D005196,N20270103-S023,wait,,,,no legal observable candidate can finish in its known window
D005197,N20270103-S024,wait,,,,no legal observable candidate can finish in its known window
D005198,N20270103-S025,wait,,,,no legal observable candidate can finish in its known window
D005199,N20270103-S026,wait,,,,no legal observable candidate can finish in its known window
D005200,N20270103-S027,wait,,,,no legal observable candidate can finish in its known window
D005201,N20270103-S028,wait,,,,no legal observable candidate can finish in its known window
D005202,N20270103-S029,wait,,,,no legal observable candidate can finish in its known window
D005203,N20270103-S030,wait,,,,no legal observable candidate can finish in its known window
D005204,N20270103-S031,wait,,,,no legal observable candidate can finish in its known window
D005205,N20270103-S032,wait,,,,no legal observable candidate can finish in its known window
D005206,N20270103-S033,wait,,,,no legal observable candidate can finish in its known window
D005207,N20270103-S034,wait,,,,no legal observable candidate can finish in its known window
D005208,N20270103-S035,wait,,,,no legal observable candidate can finish in its known window
D005209,N20270103-S036,wait,,,,no legal observable candidate can finish in its known window
D005210,N20270103-S037,wait,,,,no legal observable candidate can finish in its known window
D005211,N20270103-S038,wait,,,,no legal observable candidate can finish in its known window
D005212,N20270103-S039,wait,,,,no legal observable candidate can finish in its known window
D005213,N20270103-S040,wait,,,,no legal observable candidate can finish in its known window
D005214,N20270103-S041,wait,,,,no legal observable candidate can finish in its known window
D005215,N20270103-S042,wait,,,,no legal observable candidate can finish in its known window
D005216,N20270103-S043,wait,,,,no legal observable candidate can finish in its known window
D005217,N20270103-S044,wait,,,,no legal observable candidate can finish in its known window
D005218,N20270103-S045,wait,,,,no legal observable candidate can finish in its known window
D005219,N20270103-S046,wait,,,,no legal observable candidate can finish in its known window
D005220,N20270103-S047,wait,,,,no legal observable candidate can finish in its known window
D005221,N20270104-S001,observe,T00062,BACKUP,RQ0012,highest public current-snapshot estimate
D005222,N20270104-S002,wait,,,,no legal observable candidate can finish in its known window
D005223,N20270104-S003,wait,,,,no legal observable candidate can finish in its known window
D005224,N20270104-S004,wait,,,,no legal observable candidate can finish in its known window
D005225,N20270104-S005,wait,,,,no legal observable candidate can finish in its known window
D005226,N20270104-S006,wait,,,,no legal observable candidate can finish in its known window
D005227,N20270104-S007,wait,,,,no legal observable candidate can finish in its known window
D005228,N20270104-S008,wait,,,,no legal observable candidate can finish in its known window
D005229,N20270104-S009,wait,,,,no legal observable candidate can finish in its known window
D005230,N20270104-S010,wait,,,,no legal observable candidate can finish in its known window
D005231,N20270104-S011,wait,,,,no legal observable candidate can finish in its known window
D005232,N20270104-S012,wait,,,,no legal observable candidate can finish in its known window
D005233,N20270104-S013,wait,,,,no legal observable candidate can finish in its known window
D005234,N20270104-S014,wait,,,,no legal observable candidate can finish in its known window
D005235,N20270104-S015,wait,,,,no legal observable candidate can finish in its known window
D005236,N20270104-S016,wait,,,,no legal observable candidate can finish in its known window
D005237,N20270104-S017,wait,,,,no legal observable candidate can finish in its known window
D005238,N20270104-S018,wait,,,,no legal observable candidate can finish in its known window
D005239,N20270104-S019,wait,,,,no legal observable candidate can finish in its known window
D005240,N20270104-S020,wait,,,,no legal observable candidate can finish in its known window
D005241,N20270104-S021,wait,,,,no legal observable candidate can finish in its known window
D005242,N20270104-S022,wait,,,,no legal observable candidate can finish in its known window
D005243,N20270104-S023,wait,,,,no legal observable candidate can finish in its known window
D005244,N20270104-S024,wait,,,,no legal observable candidate can finish in its known window
D005245,N20270104-S025,wait,,,,no legal observable candidate can finish in its known window
D005246,N20270104-S026,wait,,,,no legal observable candidate can finish in its known window
D005247,N20270104-S027,wait,,,,no legal observable candidate can finish in its known window
D005248,N20270104-S028,wait,,,,no legal observable candidate can finish in its known window
D005249,N20270104-S029,wait,,,,no legal observable candidate can finish in its known window
D005250,N20270104-S030,wait,,,,no legal observable candidate can finish in its known window
D005251,N20270104-S031,wait,,,,no legal observable candidate can finish in its known window
D005252,N20270104-S032,wait,,,,no legal observable candidate can finish in its known window
D005253,N20270104-S033,wait,,,,no legal observable candidate can finish in its known window
D005254,N20270104-S034,wait,,,,no legal observable candidate can finish in its known window
D005255,N20270104-S035,wait,,,,no legal observable candidate can finish in its known window
D005256,N20270104-S036,wait,,,,no legal observable candidate can finish in its known window
D005257,N20270104-S037,wait,,,,no legal observable candidate can finish in its known window
D005258,N20270104-S038,wait,,,,no legal observable candidate can finish in its known window
D005259,N20270104-S039,wait,,,,no legal observable candidate can finish in its known window
